disruption_id,operator_ref,route_number,start_time,end_time,duration_minutes,reason,severity,description
DIS-302914,SWWD,901,2026-05-06T11:31:30.000+05:45,2026-05-06T13:58:30.000+05:45,147,Diversion,low,Diversion affecting line 901 (low severity)
DIS-572146,DAMY,X8,2026-06-03T17:41:42.000+05:45,2026-06-03T19:55:42.000+05:45,134,Severe weather,low,Severe weather affecting line X8 (low severity)
DIS-828873,TDTR,11,2026-07-15T04:26:42.000+05:45,2026-07-15T07:23:42.000+05:45,177,Road closure,severe,Road closure affecting line 11 (severe severity)
DIS-765845,SWWD,PR9,2026-06-16T18:34:52.000+05:45,2026-06-16T20:51:52.000+05:45,137,Severe weather,high,Severe weather affecting line PR9 (high severity)
DIS-969969,WDBC,744,2026-06-14T13:29:16.000+05:45,2026-06-14T17:15:16.000+05:45,226,Planned engineering works,low,Planned engineering works affecting line 744 (low severity)
DIS-942487,SWWD,X7R,2026-06-01T09:17:49.000+05:45,2026-06-01T11:12:49.000+05:45,115,Traffic congestion,low,Traffic congestion affecting line X7R (low severity)
DIS-440236,WDBC,1C,2026-07-15T09:28:43.000+05:45,2026-07-15T12:31:43.000+05:45,183,Vehicle breakdown,high,Vehicle breakdown affecting line 1C (high severity)
DIS-289216,SQ,DEAD,2026-06-20T12:18:08.000+05:45,2026-06-20T13:29:08.000+05:45,71,Planned engineering works,medium,Planned engineering works affecting line DEAD (medium severity)
DIS-142953,TDTR,R23,2026-07-15T20:39:45.000+05:45,2026-07-15T23:17:45.000+05:45,158,Vehicle breakdown,severe,Vehicle breakdown affecting line R23 (severe severity)
DIS-314490,WDBC,193,2026-04-30T03:55:04.000+05:45,2026-04-30T05:44:04.000+05:45,109,Accident on route,medium,Accident on route affecting line 193 (medium severity)
DIS-359342,BLUS,8,2026-06-23T01:46:47.000+05:45,2026-06-23T02:19:47.000+05:45,33,Diversion,severe,Diversion affecting line 8 (severe severity)
DIS-334789,SWWD,978,2026-06-14T20:33:42.000+05:45,2026-06-14T22:52:42.000+05:45,139,Traffic congestion,low,Traffic congestion affecting line 978 (low severity)
DIS-203559,SVCT,209,2026-07-07T01:21:14.000+05:45,2026-07-07T02:17:14.000+05:45,56,Roadworks,severe,Roadworks affecting line 209 (severe severity)
DIS-855373,SVCT,68,2026-05-29T04:14:40.000+05:45,2026-05-29T06:32:40.000+05:45,138,Roadworks,severe,Roadworks affecting line 68 (severe severity)
DIS-895810,WDBC,3,2026-06-21T06:42:39.000+05:45,2026-06-21T10:16:39.000+05:45,214,Vehicle breakdown,high,Vehicle breakdown affecting line 3 (high severity)
DIS-746663,WDBC,U3,2026-06-21T00:31:47.000+05:45,2026-06-21T04:28:47.000+05:45,237,Driver shortage,severe,Driver shortage affecting line U3 (severe severity)
DIS-811967,BLUS,N18,2026-05-14T19:21:52.000+05:45,2026-05-14T19:34:52.000+05:45,13,Accident on route,severe,Accident on route affecting line N18 (severe severity)
DIS-561513,SWWD,R6,2026-06-19T18:14:50.000+05:45,2026-06-19T20:48:50.000+05:45,154,Severe weather,low,Severe weather affecting line R6 (low severity)
DIS-178340,SVCT,68,2026-05-22T00:40:05.000+05:45,2026-05-22T04:02:05.000+05:45,202,Planned engineering works,medium,Planned engineering works affecting line 68 (medium severity)
DIS-633882,SVCT,22,2026-06-02T12:41:20.000+05:45,2026-06-02T13:50:20.000+05:45,69,Traffic congestion,low,Traffic congestion affecting line 22 (low severity)
DIS-156359,WDBC,26,2026-05-05T02:05:07.000+05:45,2026-05-05T05:04:07.000+05:45,179,Driver shortage,high,Driver shortage affecting line 26 (high severity)
DIS-144927,SQ,TW2,2026-06-26T08:30:30.000+05:45,2026-06-26T10:42:30.000+05:45,132,Vehicle breakdown,severe,Vehicle breakdown affecting line TW2 (severe severity)
DIS-608366,SWWD,937,2026-04-30T17:38:24.000+05:45,2026-04-30T19:15:24.000+05:45,97,Severe weather,high,Severe weather affecting line 937 (high severity)
DIS-231427,WDBC,737,2026-07-10T20:44:55.000+05:45,2026-07-10T23:16:55.000+05:45,152,Driver shortage,medium,Driver shortage affecting line 737 (medium severity)
DIS-204274,BLUS,7,2026-06-25T15:22:27.000+05:45,2026-06-25T16:38:27.000+05:45,76,Accident on route,severe,Accident on route affecting line 7 (severe severity)
DIS-162598,WDBC,38,2026-07-03T20:48:56.000+05:45,2026-07-03T23:40:56.000+05:45,172,Diversion,severe,Diversion affecting line 38 (severe severity)
DIS-632745,BLUS,QC,2026-07-07T05:27:04.000+05:45,2026-07-07T06:42:04.000+05:45,75,Vehicle breakdown,high,Vehicle breakdown affecting line QC (high severity)
DIS-266221,WDBC,3x,2026-05-24T05:09:43.000+05:45,2026-05-24T08:43:43.000+05:45,214,Road closure,severe,Road closure affecting line 3x (severe severity)
DIS-379691,BLUS,19a,2026-05-06T00:39:15.000+05:45,2026-05-06T01:54:15.000+05:45,75,Planned engineering works,medium,Planned engineering works affecting line 19a (medium severity)
DIS-412766,UNIL,U2B,2026-05-21T13:31:41.000+05:45,2026-05-21T17:06:41.000+05:45,215,Severe weather,low,Severe weather affecting line U2B (low severity)
DIS-755057,TDTR,21,2026-07-01T01:48:23.000+05:45,2026-07-01T05:13:23.000+05:45,205,Planned engineering works,low,Planned engineering works affecting line 21 (low severity)
DIS-400604,WDBC,25,2026-05-27T17:40:29.000+05:45,2026-05-27T19:36:29.000+05:45,116,Accident on route,low,Accident on route affecting line 25 (low severity)
DIS-205000,WDBC,11,2026-06-26T06:47:36.000+05:45,2026-06-26T08:00:36.000+05:45,73,Vehicle breakdown,severe,Vehicle breakdown affecting line 11 (severe severity)
DIS-214698,SWWD,908,2026-05-28T05:32:33.000+05:45,2026-05-28T07:30:33.000+05:45,118,Diversion,high,Diversion affecting line 908 (high severity)
DIS-517224,WDBC,18,2026-04-28T04:49:53.000+05:45,2026-04-28T07:57:53.000+05:45,188,Severe weather,high,Severe weather affecting line 18 (high severity)
DIS-347405,TDTR,842,2026-07-08T10:08:18.000+05:45,2026-07-08T13:01:18.000+05:45,173,Planned engineering works,high,Planned engineering works affecting line 842 (high severity)
DIS-479769,BLUS,17,2026-07-02T20:29:27.000+05:45,2026-07-02T23:22:27.000+05:45,173,Accident on route,low,Accident on route affecting line 17 (low severity)
DIS-181441,WDBC,15,2026-05-17T00:59:45.000+05:45,2026-05-17T01:55:45.000+05:45,56,Diversion,high,Diversion affecting line 15 (high severity)
DIS-409601,WDBC,112,2026-06-03T16:23:38.000+05:45,2026-06-03T19:54:38.000+05:45,211,Vehicle breakdown,low,Vehicle breakdown affecting line 112 (low severity)
DIS-703478,TDTR,1,2026-07-15T19:25:07.000+05:45,2026-07-15T19:49:07.000+05:45,24,Severe weather,severe,Severe weather affecting line 1 (severe severity)
DIS-808551,TDTR,1,2026-05-04T10:25:23.000+05:45,2026-05-04T13:47:23.000+05:45,202,Road closure,low,Road closure affecting line 1 (low severity)
DIS-336962,TDTR,21,2026-05-09T14:18:08.000+05:45,2026-05-09T18:14:08.000+05:45,236,Traffic congestion,low,Traffic congestion affecting line 21 (low severity)
DIS-867783,TDTR,48,2026-06-06T13:04:00.000+05:45,2026-06-06T13:44:00.000+05:45,40,Road closure,severe,Road closure affecting line 48 (severe severity)
DIS-490494,SWWD,PR15,2026-04-30T19:01:16.000+05:45,2026-04-30T20:27:16.000+05:45,86,Vehicle breakdown,medium,Vehicle breakdown affecting line PR15 (medium severity)
DIS-937752,TDTR,1,2026-05-09T01:52:07.000+05:45,2026-05-09T05:42:07.000+05:45,230,Severe weather,medium,Severe weather affecting line 1 (medium severity)
DIS-902930,BLUS,19a,2026-04-23T11:33:03.000+05:45,2026-04-23T14:06:03.000+05:45,153,Vehicle breakdown,high,Vehicle breakdown affecting line 19a (high severity)
DIS-984371,TDTR,158,2026-06-06T09:50:05.000+05:45,2026-06-06T11:23:05.000+05:45,93,Roadworks,medium,Roadworks affecting line 158 (medium severity)
DIS-863332,SWWD,625,2026-05-20T15:22:23.000+05:45,2026-05-20T17:06:23.000+05:45,104,Vehicle breakdown,low,Vehicle breakdown affecting line 625 (low severity)
DIS-767012,WDBC,119,2026-05-06T16:42:56.000+05:45,2026-05-06T20:14:56.000+05:45,212,Accident on route,severe,Accident on route affecting line 119 (severe severity)
DIS-272469,TDTR,5,2026-07-12T07:14:01.000+05:45,2026-07-12T10:14:01.000+05:45,180,Planned engineering works,severe,Planned engineering works affecting line 5 (severe severity)
DIS-780369,WDBC,22,2026-07-01T04:39:28.000+05:45,2026-07-01T05:38:28.000+05:45,59,Vehicle breakdown,medium,Vehicle breakdown affecting line 22 (medium severity)
DIS-294898,SVCT,12,2026-06-30T15:55:14.000+05:45,2026-06-30T19:32:14.000+05:45,217,Planned engineering works,severe,Planned engineering works affecting line 12 (severe severity)
DIS-145602,SWWD,PVDRT,2026-05-01T19:53:02.000+05:45,2026-05-01T20:41:02.000+05:45,48,Traffic congestion,high,Traffic congestion affecting line PVDRT (high severity)
DIS-691368,TDTR,159,2026-05-13T14:33:05.000+05:45,2026-05-13T15:29:05.000+05:45,56,Road closure,severe,Road closure affecting line 159 (severe severity)
DIS-805989,BLUS,10,2026-06-09T20:21:43.000+05:45,2026-06-09T20:49:43.000+05:45,28,Vehicle breakdown,medium,Vehicle breakdown affecting line 10 (medium severity)
DIS-136138,BLUS,3,2026-05-03T04:40:51.000+05:45,2026-05-03T06:33:51.000+05:45,113,Vehicle breakdown,low,Vehicle breakdown affecting line 3 (low severity)
DIS-846292,SVCT,SL,2026-06-13T17:07:08.000+05:45,2026-06-13T18:01:08.000+05:45,54,Planned engineering works,high,Planned engineering works affecting line SL (high severity)
DIS-422232,SVCT,TDB,2026-05-01T10:24:15.000+05:45,2026-05-01T11:26:15.000+05:45,62,Accident on route,medium,Accident on route affecting line TDB (medium severity)
DIS-969345,TDTR,217,2026-06-07T09:26:19.000+05:45,2026-06-07T10:26:19.000+05:45,60,Traffic congestion,medium,Traffic congestion affecting line 217 (medium severity)
DIS-228762,BLUS,18,2026-05-12T05:30:11.000+05:45,2026-05-12T06:27:11.000+05:45,57,Driver shortage,low,Driver shortage affecting line 18 (low severity)
DIS-674622,SWWD,625,2026-06-13T01:42:30.000+05:45,2026-06-13T04:39:30.000+05:45,177,Roadworks,low,Roadworks affecting line 625 (low severity)
DIS-975603,SVCT,TSS,2026-06-10T08:45:33.000+05:45,2026-06-10T09:35:33.000+05:45,50,Road closure,high,Road closure affecting line TSS (high severity)
DIS-989780,SWWD,D2,2026-05-07T20:06:55.000+05:45,2026-05-07T22:24:55.000+05:45,138,Vehicle breakdown,high,Vehicle breakdown affecting line D2 (high severity)
DIS-695748,TDTR,NW2,2026-06-09T01:34:54.000+05:45,2026-06-09T02:33:54.000+05:45,59,Planned engineering works,low,Planned engineering works affecting line NW2 (low severity)
DIS-844296,SWWD,PR11,2026-05-14T18:10:14.000+05:45,2026-05-14T20:09:14.000+05:45,119,Traffic congestion,high,Traffic congestion affecting line PR11 (high severity)
DIS-611562,SVCT,6,2026-06-28T08:40:32.000+05:45,2026-06-28T09:44:32.000+05:45,64,Driver shortage,severe,Driver shortage affecting line 6 (severe severity)
DIS-143667,WDBC,941,2026-05-10T11:31:09.000+05:45,2026-05-10T11:55:09.000+05:45,24,Accident on route,medium,Accident on route affecting line 941 (medium severity)
DIS-768730,TDTR,5,2026-05-16T15:25:29.000+05:45,2026-05-16T16:06:29.000+05:45,41,Severe weather,low,Severe weather affecting line 5 (low severity)
DIS-847407,UNIL,U2B,2026-06-30T00:56:47.000+05:45,2026-06-30T03:03:47.000+05:45,127,Driver shortage,severe,Driver shortage affecting line U2B (severe severity)
DIS-298158,SQ,DEAD,2026-05-02T07:07:41.000+05:45,2026-05-02T08:43:41.000+05:45,96,Roadworks,severe,Roadworks affecting line DEAD (severe severity)
DIS-247914,WDBC,4,2026-07-14T18:37:30.000+05:45,2026-07-14T22:36:30.000+05:45,239,Roadworks,medium,Roadworks affecting line 4 (medium severity)
DIS-201695,SWWD,926,2026-05-29T09:24:23.000+05:45,2026-05-29T10:23:23.000+05:45,59,Traffic congestion,high,Traffic congestion affecting line 926 (high severity)
DIS-699194,SQ,TW2,2026-05-28T11:05:28.000+05:45,2026-05-28T12:50:28.000+05:45,105,Accident on route,high,Accident on route affecting line TW2 (high severity)
DIS-119060,WDBC,86,2026-04-24T01:31:18.000+05:45,2026-04-24T04:43:18.000+05:45,192,Diversion,medium,Diversion affecting line 86 (medium severity)
DIS-620636,SVCT,68,2026-07-19T13:21:31.000+05:45,2026-07-19T16:56:31.000+05:45,215,Planned engineering works,severe,Planned engineering works affecting line 68 (severe severity)
DIS-944237,WDBC,120,2026-04-23T17:56:27.000+05:45,2026-04-23T20:22:27.000+05:45,146,Vehicle breakdown,low,Vehicle breakdown affecting line 120 (low severity)
DIS-803250,TDTR,5,2026-05-26T03:58:26.000+05:45,2026-05-26T06:13:26.000+05:45,135,Severe weather,low,Severe weather affecting line 5 (low severity)
DIS-436304,SWWD,26,2026-06-20T00:50:43.000+05:45,2026-06-20T01:21:43.000+05:45,31,Accident on route,high,Accident on route affecting line 26 (high severity)
DIS-758486,WDBC,1B,2026-04-21T06:54:27.000+05:45,2026-04-21T07:36:27.000+05:45,42,Traffic congestion,low,Traffic congestion affecting line 1B (low severity)
DIS-128261,WDBC,RG2,2026-07-08T14:45:34.000+05:45,2026-07-08T15:26:34.000+05:45,41,Road closure,severe,Road closure affecting line RG2 (severe severity)
DIS-459971,SVCT,TDB,2026-06-05T00:59:10.000+05:45,2026-06-05T01:54:10.000+05:45,55,Roadworks,severe,Roadworks affecting line TDB (severe severity)
DIS-781386,BLUS,15,2026-06-13T21:30:44.000+05:45,2026-06-13T22:37:44.000+05:45,67,Driver shortage,low,Driver shortage affecting line 15 (low severity)
DIS-466963,TDTR,217,2026-06-03T08:07:03.000+05:45,2026-06-03T09:03:03.000+05:45,56,Diversion,medium,Diversion affecting line 217 (medium severity)
DIS-228467,SVCT,8,2026-07-19T06:55:31.000+05:45,2026-07-19T08:20:31.000+05:45,85,Road closure,low,Road closure affecting line 8 (low severity)
DIS-643449,SWWD,37,2026-06-25T01:29:34.000+05:45,2026-06-25T05:22:34.000+05:45,233,Severe weather,medium,Severe weather affecting line 37 (medium severity)
DIS-563138,TDTR,2,2026-05-16T04:52:31.000+05:45,2026-05-16T08:46:31.000+05:45,234,Road closure,high,Road closure affecting line 2 (high severity)
DIS-307363,BLUS,12,2026-06-18T11:32:59.000+05:45,2026-06-18T12:17:59.000+05:45,45,Roadworks,high,Roadworks affecting line 12 (high severity)
DIS-869084,SVCT,2,2026-05-11T13:14:24.000+05:45,2026-05-11T16:41:24.000+05:45,207,Vehicle breakdown,severe,Vehicle breakdown affecting line 2 (severe severity)
DIS-112968,WDBC,L3,2026-06-26T08:05:30.000+05:45,2026-06-26T08:18:30.000+05:45,13,Driver shortage,low,Driver shortage affecting line L3 (low severity)
DIS-748988,TDTR,11,2026-06-07T11:48:41.000+05:45,2026-06-07T14:09:41.000+05:45,141,Vehicle breakdown,low,Vehicle breakdown affecting line 11 (low severity)
DIS-306606,TDTR,22,2026-05-10T02:52:04.000+05:45,2026-05-10T04:05:04.000+05:45,73,Driver shortage,medium,Driver shortage affecting line 22 (medium severity)
DIS-115659,WDBC,1B,2026-06-10T15:43:22.000+05:45,2026-06-10T16:35:22.000+05:45,52,Vehicle breakdown,high,Vehicle breakdown affecting line 1B (high severity)
DIS-434886,SWWD,R5,2026-04-24T12:44:38.000+05:45,2026-04-24T15:06:38.000+05:45,142,Vehicle breakdown,medium,Vehicle breakdown affecting line R5 (medium severity)
DIS-438915,WDBC,119,2026-07-09T17:37:28.000+05:45,2026-07-09T19:14:28.000+05:45,97,Traffic congestion,medium,Traffic congestion affecting line 119 (medium severity)
DIS-152011,TDTR,158,2026-07-12T15:17:23.000+05:45,2026-07-12T18:36:23.000+05:45,199,Driver shortage,medium,Driver shortage affecting line 158 (medium severity)
DIS-478520,SWWD,901,2026-05-19T18:02:21.000+05:45,2026-05-19T21:22:21.000+05:45,200,Planned engineering works,low,Planned engineering works affecting line 901 (low severity)
DIS-919646,SWWD,R10,2026-07-06T18:08:46.000+05:45,2026-07-06T18:36:46.000+05:45,28,Traffic congestion,severe,Traffic congestion affecting line R10 (severe severity)
DIS-262407,SVCT,6,2026-06-15T03:28:03.000+05:45,2026-06-15T05:35:03.000+05:45,127,Severe weather,severe,Severe weather affecting line 6 (severe severity)
DIS-982605,WDBC,941,2026-04-22T11:33:02.000+05:45,2026-04-22T12:13:02.000+05:45,40,Accident on route,severe,Accident on route affecting line 941 (severe severity)
DIS-604364,WDBC,4,2026-06-03T12:58:21.000+05:45,2026-06-03T16:46:21.000+05:45,228,Roadworks,medium,Roadworks affecting line 4 (medium severity)
DIS-345314,WDBC,50,2026-06-09T01:41:35.000+05:45,2026-06-09T05:20:35.000+05:45,219,Planned engineering works,low,Planned engineering works affecting line 50 (low severity)
DIS-147463,BLUS,17,2026-06-30T11:53:16.000+05:45,2026-06-30T13:52:16.000+05:45,119,Road closure,severe,Road closure affecting line 17 (severe severity)
DIS-135963,SWWD,937,2026-04-29T06:18:16.000+05:45,2026-04-29T08:25:16.000+05:45,127,Traffic congestion,severe,Traffic congestion affecting line 937 (severe severity)
DIS-724951,WDBC,16,2026-05-04T21:59:07.000+05:45,2026-05-05T00:39:07.000+05:45,160,Vehicle breakdown,high,Vehicle breakdown affecting line 16 (high severity)
DIS-788674,WDBC,775,2026-05-07T06:36:40.000+05:45,2026-05-07T07:19:40.000+05:45,43,Severe weather,high,Severe weather affecting line 775 (high severity)
DIS-785684,SVCT,6,2026-07-16T09:55:21.000+05:45,2026-07-16T12:58:21.000+05:45,183,Road closure,medium,Road closure affecting line 6 (medium severity)
DIS-452870,SWWD,X5,2026-07-02T15:14:20.000+05:45,2026-07-02T18:29:20.000+05:45,195,Road closure,severe,Road closure affecting line X5 (severe severity)
DIS-869059,WDBC,3x,2026-05-04T00:53:32.000+05:45,2026-05-04T01:41:32.000+05:45,48,Diversion,medium,Diversion affecting line 3x (medium severity)
DIS-748306,SQ,TW2,2026-05-07T00:06:30.000+05:45,2026-05-07T02:14:30.000+05:45,128,Driver shortage,severe,Driver shortage affecting line TW2 (severe severity)
DIS-312451,WDBC,13A,2026-05-11T23:39:45.000+05:45,2026-05-12T00:46:45.000+05:45,67,Vehicle breakdown,low,Vehicle breakdown affecting line 13A (low severity)
DIS-430837,WDBC,11,2026-05-19T14:09:00.000+05:45,2026-05-19T16:20:00.000+05:45,131,Road closure,high,Road closure affecting line 11 (high severity)
DIS-922963,WDBC,762,2026-05-02T12:27:57.000+05:45,2026-05-02T14:39:57.000+05:45,132,Planned engineering works,high,Planned engineering works affecting line 762 (high severity)
DIS-544989,SVCT,22,2026-07-02T16:17:31.000+05:45,2026-07-02T19:58:31.000+05:45,221,Planned engineering works,severe,Planned engineering works affecting line 22 (severe severity)
DIS-347437,SVCT,200,2026-06-30T17:48:49.000+05:45,2026-06-30T19:49:49.000+05:45,121,Accident on route,high,Accident on route affecting line 200 (high severity)
DIS-170699,TDTR,1,2026-07-02T15:18:01.000+05:45,2026-07-02T18:42:01.000+05:45,204,Accident on route,medium,Accident on route affecting line 1 (medium severity)
DIS-420213,BLUS,9,2026-07-05T20:16:52.000+05:45,2026-07-05T21:49:52.000+05:45,93,Severe weather,medium,Severe weather affecting line 9 (medium severity)
DIS-663162,TDTR,80,2026-06-17T15:45:07.000+05:45,2026-06-17T16:41:07.000+05:45,56,Driver shortage,medium,Driver shortage affecting line 80 (medium severity)
DIS-366164,SWWD,937,2026-06-17T16:43:48.000+05:45,2026-06-17T20:17:48.000+05:45,214,Vehicle breakdown,high,Vehicle breakdown affecting line 937 (high severity)
DIS-417680,TDTR,1A,2026-07-03T14:59:07.000+05:45,2026-07-03T17:31:07.000+05:45,152,Driver shortage,low,Driver shortage affecting line 1A (low severity)
DIS-686773,BLUS,19,2026-07-10T13:31:07.000+05:45,2026-07-10T16:52:07.000+05:45,201,Roadworks,medium,Roadworks affecting line 19 (medium severity)
DIS-698448,WDBC,Q7,2026-06-25T10:04:39.000+05:45,2026-06-25T11:12:39.000+05:45,68,Roadworks,high,Roadworks affecting line Q7 (high severity)
DIS-887330,WDBC,13,2026-06-06T13:00:58.000+05:45,2026-06-06T16:24:58.000+05:45,204,Road closure,low,Road closure affecting line 13 (low severity)
DIS-709537,SVCT,205,2026-06-29T09:02:31.000+05:45,2026-06-29T10:44:31.000+05:45,102,Road closure,low,Road closure affecting line 205 (low severity)
DIS-723900,SVCT,209,2026-07-02T09:48:38.000+05:45,2026-07-02T10:38:38.000+05:45,50,Planned engineering works,severe,Planned engineering works affecting line 209 (severe severity)
DIS-303011,WDBC,18,2026-05-27T05:20:07.000+05:45,2026-05-27T07:10:07.000+05:45,110,Severe weather,severe,Severe weather affecting line 18 (severe severity)
DIS-688993,SVCT,2,2026-05-11T18:56:40.000+05:45,2026-05-11T22:09:40.000+05:45,193,Severe weather,medium,Severe weather affecting line 2 (medium severity)
DIS-491310,SVCT,SL,2026-04-23T21:16:19.000+05:45,2026-04-23T21:57:19.000+05:45,41,Traffic congestion,medium,Traffic congestion affecting line SL (medium severity)
DIS-851811,BLUS,7,2026-05-03T23:20:45.000+05:45,2026-05-04T00:43:45.000+05:45,83,Roadworks,medium,Roadworks affecting line 7 (medium severity)
DIS-260061,TDTR,21,2026-07-03T12:24:16.000+05:45,2026-07-03T14:16:16.000+05:45,112,Road closure,high,Road closure affecting line 21 (high severity)
DIS-405775,SWWD,R5,2026-06-23T12:40:30.000+05:45,2026-06-23T15:49:30.000+05:45,189,Planned engineering works,high,Planned engineering works affecting line R5 (high severity)
DIS-844803,SWWD,929,2026-05-03T08:29:18.000+05:45,2026-05-03T12:15:18.000+05:45,226,Driver shortage,high,Driver shortage affecting line 929 (high severity)
DIS-101958,SWWD,PD3,2026-06-13T01:55:42.000+05:45,2026-06-13T04:40:42.000+05:45,165,Accident on route,low,Accident on route affecting line PD3 (low severity)
DIS-460049,SVCT,200,2026-07-09T13:52:27.000+05:45,2026-07-09T15:37:27.000+05:45,105,Driver shortage,high,Driver shortage affecting line 200 (high severity)
DIS-272048,TDTR,R23,2026-05-05T23:40:18.000+05:45,2026-05-06T02:13:18.000+05:45,153,Traffic congestion,medium,Traffic congestion affecting line R23 (medium severity)
DIS-333482,WDBC,U3,2026-06-14T11:17:41.000+05:45,2026-06-14T13:47:41.000+05:45,150,Accident on route,high,Accident on route affecting line U3 (high severity)
DIS-666063,TDTR,920,2026-05-06T10:54:32.000+05:45,2026-05-06T14:01:32.000+05:45,187,Road closure,severe,Road closure affecting line 920 (severe severity)
DIS-448344,SWWD,TPDRT,2026-06-09T01:48:27.000+05:45,2026-06-09T02:20:27.000+05:45,32,Planned engineering works,medium,Planned engineering works affecting line TPDRT (medium severity)
DIS-144320,WDBC,30,2026-06-30T02:36:56.000+05:45,2026-06-30T06:04:56.000+05:45,208,Road closure,high,Road closure affecting line 30 (high severity)
